r,p,n,q,r2,metabolite,taxon
0.11289220812256505,0.0008991856551464761,862.0,0.028835953768490442,0.012744650654788543,metabolite_62,Pasteurellaceae|Haemophilus
0.12318748190881389,0.00014331198018720175,948.0,0.007092129532171321,0.015175155699034349,metabolite_93,Actinomycetaceae|Actinomyces
0.10717799065148448,0.0009492931071741823,948.0,0.030169671013280948,0.011487121680089694,metabolite_93,Bacteroidaceae|Bacteroides
-0.1035260680218737,0.0014133944150181163,948.0,0.040523918836134466,0.01071764676006962,metabolite_93,Christensenellaceae|Christensenellaceae_R-7_group
0.11830198753558066,0.00026173816306484165,948.0,0.011418642677518479,0.013995360254868682,metabolite_93,Lachnospiraceae|Blautia
0.1111005973128368,0.0006106383374834569,948.0,0.021598923755328583,0.012343342723269118,metabolite_93,Lachnospiraceae|Lachnoclostridium
-0.1179264339692709,0.00027388799736041155,948.0,0.011793731608529071,0.01390664382870881,metabolite_93,Lachnospiraceae|Lachnospiraceae_ND3007_group
-0.1008294771705697,0.0018814868629910845,948.0,0.0493163545269897,0.010166583466490436,metabolite_93,Ruminococcaceae|Ruminococcus_1
-0.14690345206148905,5.3903045313748615e-06,951.0,0.0004676503112203037,0.021580624227582213,metabolite_111,Bifidobacteriaceae|Bifidobacterium
0.11491872733554524,0.0005250023408139343,907.0,0.019276205349287735,0.013206313892421393,metabolite_136,Bifidobacteriaceae|Bifidobacterium
0.24343927734825974,1.0574237553915588e-13,907.0,5.3403401050437263e-11,0.05926268175584293,metabolite_136,Clostridiaceae_1|Clostridium_sensu_stricto_1
-0.1063541195227258,0.0013380466616842374,907.0,0.038961266682682266,0.011311198739454246,metabolite_136,Erysipelotrichaceae|Erysipelatoclostridium
-0.11857768261112056,0.0003451142478393559,907.0,0.013999155606504936,0.014060666813423644,metabolite_136,Erysipelotrichaceae|Holdemania
0.24059825959118764,2.0712320950348768e-13,907.0,9.872009972959982e-11,0.05788752251830851,metabolite_136,Erysipelotrichaceae|Turicibacter
-0.10758365882245909,0.0011745430776734153,907.0,0.03552981162371069,0.011574243645627279,metabolite_136,Lachnospiraceae|Anaerostipes
-0.15861658787096258,1.5803071221605654e-06,907.0,0.0001628570555891415,0.025159221947826795,metabolite_136,Lachnospiraceae|Blautia
0.18607231067084293,1.6472017979914638e-08,907.0,2.9556613909371537e-06,0.034622904798386686,metabolite_136,Pasteurellaceae|Haemophilus
0.2139475404502612,7.516301494407029e-11,907.0,2.2131009728319693e-08,0.04577355006471616,metabolite_136,Peptostreptococcaceae|Intestinibacter
0.2370439026546582,4.745422280994271e-13,907.0,2.0679194465635603e-10,0.05618981178575107,metabolite_136,Peptostreptococcaceae|Romboutsia
-0.10618289081459448,0.0013624108449756633,907.0,0.03942812094248355,0.011274806301744092,metabolite_136,Ruminococcaceae|Intestinimonas
-0.103353827144283,0.0018288326806307294,907.0,0.04847631757987539,0.01068201358537033,metabolite_136,Ruminococcaceae|Ruminiclostridium_9
-0.13399354643440128,5.163251266800276e-05,907.0,0.0031019630626472035,0.01795427048606805,metabolite_136,Ruminococcaceae|UBA1819
-0.1048827973338882,0.0015611575627337425,907.0,0.0434284907557107,0.011000401176581465,metabolite_136,Streptococcaceae|Lactococcus
